pkmn_id|pokemon_order|pokemon_name|pokemon_weight|pokemon_height|pokemon_image_path|extraer_datetime
586|708|sawsbuck|925|19|./pokemon-sprites/586-sawsbuck.png|2024-08-17 12:03:45.522369
587|709|emolga|50|4|./pokemon-sprites/587-emolga.png|2024-08-17 12:03:45.522369
588|710|karrablast|59|5|./pokemon-sprites/588-karrablast.png|2024-08-17 12:03:45.522369
589|711|escavalier|330|10|./pokemon-sprites/589-escavalier.png|2024-08-17 12:03:45.522369
590|712|foongus|10|2|./pokemon-sprites/590-foongus.png|2024-08-17 12:03:45.522369
591|713|amoonguss|105|6|./pokemon-sprites/591-amoonguss.png|2024-08-17 12:03:45.522369
592|714|frillish|330|12|./pokemon-sprites/592-frillish.png|2024-08-17 12:03:45.522369
593|715|jellicent|1350|22|./pokemon-sprites/593-jellicent.png|2024-08-17 12:03:45.522369
594|716|alomomola|316|12|./pokemon-sprites/594-alomomola.png|2024-08-17 12:03:45.522369
595|717|joltik|6|1|./pokemon-sprites/595-joltik.png|2024-08-17 12:03:45.522369
596|718|galvantula|143|8|./pokemon-sprites/596-galvantula.png|2024-08-17 12:03:45.522369
597|719|ferroseed|188|6|./pokemon-sprites/597-ferroseed.png|2024-08-17 12:03:45.522369
598|720|ferrothorn|1100|10|./pokemon-sprites/598-ferrothorn.png|2024-08-17 12:03:45.522369
599|721|klink|210|3|./pokemon-sprites/599-klink.png|2024-08-17 12:03:45.522369
600|722|klang|510|6|./pokemon-sprites/600-klang.png|2024-08-17 12:03:45.522369
601|723|klinklang|810|6|./pokemon-sprites/601-klinklang.png|2024-08-17 12:03:45.522369
602|724|tynamo|3|2|./pokemon-sprites/602-tynamo.png|2024-08-17 12:03:45.522369
603|725|eelektrik|220|12|./pokemon-sprites/603-eelektrik.png|2024-08-17 12:03:45.522369
604|726|eelektross|805|21|./pokemon-sprites/604-eelektross.png|2024-08-17 12:03:45.522369
605|727|elgyem|90|5|./pokemon-sprites/605-elgyem.png|2024-08-17 12:03:45.522369
606|728|beheeyem|345|10|./pokemon-sprites/606-beheeyem.png|2024-08-17 12:03:45.522369
607|729|litwick|31|3|./pokemon-sprites/607-litwick.png|2024-08-17 12:03:45.522369
608|730|lampent|130|6|./pokemon-sprites/608-lampent.png|2024-08-17 12:03:45.522369
609|731|chandelure|343|10|./pokemon-sprites/609-chandelure.png|2024-08-17 12:03:45.522369
610|732|axew|180|6|./pokemon-sprites/610-axew.png|2024-08-17 12:03:45.522369
611|733|fraxure|360|10|./pokemon-sprites/611-fraxure.png|2024-08-17 12:03:45.522369
612|734|haxorus|1055|18|./pokemon-sprites/612-haxorus.png|2024-08-17 12:03:45.522369
613|735|cubchoo|85|5|./pokemon-sprites/613-cubchoo.png|2024-08-17 12:03:45.522369
614|736|beartic|2600|26|./pokemon-sprites/614-beartic.png|2024-08-17 12:03:45.522369
615|737|cryogonal|1480|11|./pokemon-sprites/615-cryogonal.png|2024-08-17 12:03:45.522369
616|738|shelmet|77|4|./pokemon-sprites/616-shelmet.png|2024-08-17 12:03:45.522369
617|739|accelgor|253|8|./pokemon-sprites/617-accelgor.png|2024-08-17 12:03:45.522369
618|740|stunfisk|110|7|./pokemon-sprites/618-stunfisk.png|2024-08-17 12:03:45.522369
619|742|mienfoo|200|9|./pokemon-sprites/619-mienfoo.png|2024-08-17 12:03:45.522369
620|743|mienshao|355|14|./pokemon-sprites/620-mienshao.png|2024-08-17 12:03:45.522369
621|744|druddigon|1390|16|./pokemon-sprites/621-druddigon.png|2024-08-17 12:03:45.522369
622|745|golett|920|10|./pokemon-sprites/622-golett.png|2024-08-17 12:03:45.522369
623|746|golurk|3300|28|./pokemon-sprites/623-golurk.png|2024-08-17 12:03:45.522369
624|747|pawniard|102|5|./pokemon-sprites/624-pawniard.png|2024-08-17 12:03:45.522369
625|748|bisharp|700|16|./pokemon-sprites/625-bisharp.png|2024-08-17 12:03:45.522369
626|749|bouffalant|946|16|./pokemon-sprites/626-bouffalant.png|2024-08-17 12:03:45.522369
627|750|rufflet|105|5|./pokemon-sprites/627-rufflet.png|2024-08-17 12:03:45.522369
628|751|braviary|410|15|./pokemon-sprites/628-braviary.png|2024-08-17 12:03:45.522369
629|752|vullaby|90|5|./pokemon-sprites/629-vullaby.png|2024-08-17 12:03:45.522369
630|753|mandibuzz|395|12|./pokemon-sprites/630-mandibuzz.png|2024-08-17 12:03:45.522369
631|754|heatmor|580|14|./pokemon-sprites/631-heatmor.png|2024-08-17 12:03:45.522369
632|755|durant|330|3|./pokemon-sprites/632-durant.png|2024-08-17 12:03:45.522369
633|756|deino|173|8|./pokemon-sprites/633-deino.png|2024-08-17 12:03:45.522369
634|757|zweilous|500|14|./pokemon-sprites/634-zweilous.png|2024-08-17 12:03:45.522369
635|758|hydreigon|1600|18|./pokemon-sprites/635-hydreigon.png|2024-08-17 12:03:45.522369
636|759|larvesta|288|11|./pokemon-sprites/636-larvesta.png|2024-08-17 12:03:45.522369
637|760|volcarona|460|16|./pokemon-sprites/637-volcarona.png|2024-08-17 12:03:45.522369
638|761|cobalion|2500|21|./pokemon-sprites/638-cobalion.png|2024-08-17 12:03:45.522369
639|762|terrakion|2600|19|./pokemon-sprites/639-terrakion.png|2024-08-17 12:03:45.522369
640|763|virizion|2000|20|./pokemon-sprites/640-virizion.png|2024-08-17 12:03:45.522369
641|764|tornadus-incarnate|630|15|./pokemon-sprites/641-tornadus-incarnate.png|2024-08-17 12:03:45.522369
642|766|thundurus-incarnate|610|15|./pokemon-sprites/642-thundurus-incarnate.png|2024-08-17 12:03:45.522369
643|768|reshiram|3300|32|./pokemon-sprites/643-reshiram.png|2024-08-17 12:03:45.522369
644|769|zekrom|3450|29|./pokemon-sprites/644-zekrom.png|2024-08-17 12:03:45.522369
645|770|landorus-incarnate|680|15|./pokemon-sprites/645-landorus-incarnate.png|2024-08-17 12:03:45.522369
646|772|kyurem|3250|30|./pokemon-sprites/646-kyurem.png|2024-08-17 12:03:45.522369
647|775|keldeo-ordinary|485|14|./pokemon-sprites/647-keldeo-ordinary.png|2024-08-17 12:03:45.522369
648|777|meloetta-aria|65|6|./pokemon-sprites/648-meloetta-aria.png|2024-08-17 12:03:45.522369
649|779|genesect|825|15|./pokemon-sprites/649-genesect.png|2024-08-17 12:03:45.522369
650|780|chespin|90|4|./pokemon-sprites/650-chespin.png|2024-08-17 12:03:45.522369
651|781|quilladin|290|7|./pokemon-sprites/651-quilladin.png|2024-08-17 12:03:45.522369
652|782|chesnaught|900|16|./pokemon-sprites/652-chesnaught.png|2024-08-17 12:03:45.522369
653|783|fennekin|94|4|./pokemon-sprites/653-fennekin.png|2024-08-17 12:03:45.522369
654|784|braixen|145|10|./pokemon-sprites/654-braixen.png|2024-08-17 12:03:45.522369
655|785|delphox|390|15|./pokemon-sprites/655-delphox.png|2024-08-17 12:03:45.522369
656|786|froakie|70|3|./pokemon-sprites/656-froakie.png|2024-08-17 12:03:45.522369
657|787|frogadier|109|6|./pokemon-sprites/657-frogadier.png|2024-08-17 12:03:45.522369
658|788|greninja|400|15|./pokemon-sprites/658-greninja.png|2024-08-17 12:03:45.522369
659|791|bunnelby|50|4|./pokemon-sprites/659-bunnelby.png|2024-08-17 12:03:45.522369
660|792|diggersby|424|10|./pokemon-sprites/660-diggersby.png|2024-08-17 12:03:45.522369
661|793|fletchling|17|3|./pokemon-sprites/661-fletchling.png|2024-08-17 12:03:45.522369
662|794|fletchinder|160|7|./pokemon-sprites/662-fletchinder.png|2024-08-17 12:03:45.522369
663|795|talonflame|245|12|./pokemon-sprites/663-talonflame.png|2024-08-17 12:03:45.522369
664|796|scatterbug|25|3|./pokemon-sprites/664-scatterbug.png|2024-08-17 12:03:45.522369
665|797|spewpa|84|3|./pokemon-sprites/665-spewpa.png|2024-08-17 12:03:45.522369
666|798|vivillon|170|12|./pokemon-sprites/666-vivillon.png|2024-08-17 12:03:45.522369
667|799|litleo|135|6|./pokemon-sprites/667-litleo.png|2024-08-17 12:03:45.522369
668|800|pyroar|815|15|./pokemon-sprites/668-pyroar.png|2024-08-17 12:03:45.522369
669|801|flabebe|1|1|./pokemon-sprites/669-flabebe.png|2024-08-17 12:03:45.522369
670|802|floette|9|2|./pokemon-sprites/670-floette.png|2024-08-17 12:03:45.522369
671|804|florges|100|11|./pokemon-sprites/671-florges.png|2024-08-17 12:03:45.522369
672|805|skiddo|310|9|./pokemon-sprites/672-skiddo.png|2024-08-17 12:03:45.522369
673|806|gogoat|910|17|./pokemon-sprites/673-gogoat.png|2024-08-17 12:03:45.522369
674|807|pancham|80|6|./pokemon-sprites/674-pancham.png|2024-08-17 12:03:45.522369
675|808|pangoro|1360|21|./pokemon-sprites/675-pangoro.png|2024-08-17 12:03:45.522369
676|809|furfrou|280|12|./pokemon-sprites/676-furfrou.png|2024-08-17 12:03:45.522369
677|810|espurr|35|3|./pokemon-sprites/677-espurr.png|2024-08-17 12:03:45.522369
678|811|meowstic-male|85|6|./pokemon-sprites/678-meowstic-male.png|2024-08-17 12:03:45.522369
679|813|honedge|20|8|./pokemon-sprites/679-honedge.png|2024-08-17 12:03:45.522369
680|814|doublade|45|8|./pokemon-sprites/680-doublade.png|2024-08-17 12:03:45.522369
681|815|aegislash-shield|530|17|./pokemon-sprites/681-aegislash-shield.png|2024-08-17 12:03:45.522369
682|817|spritzee|5|2|./pokemon-sprites/682-spritzee.png|2024-08-17 12:03:45.522369
683|818|aromatisse|155|8|./pokemon-sprites/683-aromatisse.png|2024-08-17 12:03:45.522369
684|819|swirlix|35|4|./pokemon-sprites/684-swirlix.png|2024-08-17 12:03:45.522369
685|820|slurpuff|50|8|./pokemon-sprites/685-slurpuff.png|2024-08-17 12:03:45.522369
686|821|inkay|35|4|./pokemon-sprites/686-inkay.png|2024-08-17 12:03:45.522369
687|822|malamar|470|15|./pokemon-sprites/687-malamar.png|2024-08-17 12:03:45.522369
688|823|binacle|310|5|./pokemon-sprites/688-binacle.png|2024-08-17 12:03:45.522369
689|824|barbaracle|960|13|./pokemon-sprites/689-barbaracle.png|2024-08-17 12:03:45.522369
690|825|skrelp|73|5|./pokemon-sprites/690-skrelp.png|2024-08-17 12:03:45.522369
691|826|dragalge|815|18|./pokemon-sprites/691-dragalge.png|2024-08-17 12:03:45.522369
692|827|clauncher|83|5|./pokemon-sprites/692-clauncher.png|2024-08-17 12:03:45.522369
693|828|clawitzer|353|13|./pokemon-sprites/693-clawitzer.png|2024-08-17 12:03:45.522369
694|829|helioptile|60|5|./pokemon-sprites/694-helioptile.png|2024-08-17 12:03:45.522369
695|830|heliolisk|210|10|./pokemon-sprites/695-heliolisk.png|2024-08-17 12:03:45.522369
696|831|tyrunt|260|8|./pokemon-sprites/696-tyrunt.png|2024-08-17 12:03:45.522369
697|832|tyrantrum|2700|25|./pokemon-sprites/697-tyrantrum.png|2024-08-17 12:03:45.522369
698|833|amaura|252|13|./pokemon-sprites/698-amaura.png|2024-08-17 12:03:45.522369
699|834|aurorus|2250|27|./pokemon-sprites/699-aurorus.png|2024-08-17 12:03:45.522369
700|224|sylveon|235|10|./pokemon-sprites/700-sylveon.png|2024-08-17 12:03:45.522369
701|835|hawlucha|215|8|./pokemon-sprites/701-hawlucha.png|2024-08-17 12:03:45.522369
702|836|dedenne|22|2|./pokemon-sprites/702-dedenne.png|2024-08-17 12:03:45.522369
703|837|carbink|57|3|./pokemon-sprites/703-carbink.png|2024-08-17 12:03:45.522369
704|838|goomy|28|3|./pokemon-sprites/704-goomy.png|2024-08-17 12:03:45.522369
705|839|sliggoo|175|8|./pokemon-sprites/705-sliggoo.png|2024-08-17 12:03:45.522369
706|840|goodra|1505|20|./pokemon-sprites/706-goodra.png|2024-08-17 12:03:45.522369
707|841|klefki|30|2|./pokemon-sprites/707-klefki.png|2024-08-17 12:03:45.522369
708|842|phantump|70|4|./pokemon-sprites/708-phantump.png|2024-08-17 12:03:45.522369
709|843|trevenant|710|15|./pokemon-sprites/709-trevenant.png|2024-08-17 12:03:45.522369
710|844|pumpkaboo-average|50|4|./pokemon-sprites/710-pumpkaboo-average.png|2024-08-17 12:03:45.522369
711|848|gourgeist-average|125|9|./pokemon-sprites/711-gourgeist-average.png|2024-08-17 12:03:45.522369
712|852|bergmite|995|10|./pokemon-sprites/712-bergmite.png|2024-08-17 12:03:45.522369
713|853|avalugg|5050|20|./pokemon-sprites/713-avalugg.png|2024-08-17 12:03:45.522369
714|854|noibat|80|5|./pokemon-sprites/714-noibat.png|2024-08-17 12:03:45.522369
715|855|noivern|850|15|./pokemon-sprites/715-noivern.png|2024-08-17 12:03:45.522369
716|856|xerneas|2150|30|./pokemon-sprites/716-xerneas.png|2024-08-17 12:03:45.522369
717|857|yveltal|2030|58|./pokemon-sprites/717-yveltal.png|2024-08-17 12:03:45.522369
718|858|zygarde-50|3050|50|./pokemon-sprites/718-zygarde-50.png|2024-08-17 12:03:45.522369
719|863|diancie|88|7|./pokemon-sprites/719-diancie.png|2024-08-17 12:03:45.522369
720|865|hoopa|90|5|./pokemon-sprites/720-hoopa.png|2024-08-17 12:03:45.522369
721|867|volcanion|1950|17|./pokemon-sprites/721-volcanion.png|2024-08-17 12:03:45.522369
722|868|rowlet|15|3|./pokemon-sprites/722-rowlet.png|2024-08-17 12:03:45.522369
723|869|dartrix|160|7|./pokemon-sprites/723-dartrix.png|2024-08-17 12:03:45.522369
724|870|decidueye|366|16|./pokemon-sprites/724-decidueye.png|2024-08-17 12:03:45.522369
725|871|litten|43|4|./pokemon-sprites/725-litten.png|2024-08-17 12:03:45.522369
726|872|torracat|250|7|./pokemon-sprites/726-torracat.png|2024-08-17 12:03:45.522369
727|873|incineroar|830|18|./pokemon-sprites/727-incineroar.png|2024-08-17 12:03:45.522369
728|874|popplio|75|4|./pokemon-sprites/728-popplio.png|2024-08-17 12:03:45.522369
729|875|brionne|175|6|./pokemon-sprites/729-brionne.png|2024-08-17 12:03:45.522369
730|876|primarina|440|18|./pokemon-sprites/730-primarina.png|2024-08-17 12:03:45.522369
731|877|pikipek|12|3|./pokemon-sprites/731-pikipek.png|2024-08-17 12:03:45.522369
732|878|trumbeak|148|6|./pokemon-sprites/732-trumbeak.png|2024-08-17 12:03:45.522369
733|879|toucannon|260|11|./pokemon-sprites/733-toucannon.png|2024-08-17 12:03:45.522369
734|880|yungoos|60|4|./pokemon-sprites/734-yungoos.png|2024-08-17 12:03:45.522369
735|881|gumshoos|142|7|./pokemon-sprites/735-gumshoos.png|2024-08-17 12:03:45.522369
736|883|grubbin|44|4|./pokemon-sprites/736-grubbin.png|2024-08-17 12:03:45.522369
737|884|charjabug|105|5|./pokemon-sprites/737-charjabug.png|2024-08-17 12:03:45.522369
738|885|vikavolt|450|15|./pokemon-sprites/738-vikavolt.png|2024-08-17 12:03:45.522369
739|887|crabrawler|70|6|./pokemon-sprites/739-crabrawler.png|2024-08-17 12:03:45.522369
740|888|crabominable|1800|17|./pokemon-sprites/740-crabominable.png|2024-08-17 12:03:45.522369
741|889|oricorio-baile|34|6|./pokemon-sprites/741-oricorio-baile.png|2024-08-17 12:03:45.522369
742|893|cutiefly|2|1|./pokemon-sprites/742-cutiefly.png|2024-08-17 12:03:45.522369
743|894|ribombee|5|2|./pokemon-sprites/743-ribombee.png|2024-08-17 12:03:45.522369
744|896|rockruff|92|5|./pokemon-sprites/744-rockruff.png|2024-08-17 12:03:45.522369
745|898|lycanroc-midday|250|8|./pokemon-sprites/745-lycanroc-midday.png|2024-08-17 12:03:45.522369
746|901|wishiwashi-solo|3|2|./pokemon-sprites/746-wishiwashi-solo.png|2024-08-17 12:03:45.522369
747|903|mareanie|80|4|./pokemon-sprites/747-mareanie.png|2024-08-17 12:03:45.522369
748|904|toxapex|145|7|./pokemon-sprites/748-toxapex.png|2024-08-17 12:03:45.522369
749|905|mudbray|1100|10|./pokemon-sprites/749-mudbray.png|2024-08-17 12:03:45.522369
750|906|mudsdale|9200|25|./pokemon-sprites/750-mudsdale.png|2024-08-17 12:03:45.522369
751|907|dewpider|40|3|./pokemon-sprites/751-dewpider.png|2024-08-17 12:03:45.522369
752|908|araquanid|820|18|./pokemon-sprites/752-araquanid.png|2024-08-17 12:03:45.522369
753|910|fomantis|15|3|./pokemon-sprites/753-fomantis.png|2024-08-17 12:03:45.522369
754|911|lurantis|185|9|./pokemon-sprites/754-lurantis.png|2024-08-17 12:03:45.522369
755|913|morelull|15|2|./pokemon-sprites/755-morelull.png|2024-08-17 12:03:45.522369
756|914|shiinotic|115|10|./pokemon-sprites/756-shiinotic.png|2024-08-17 12:03:45.522369
757|915|salandit|48|6|./pokemon-sprites/757-salandit.png|2024-08-17 12:03:45.522369
758|916|salazzle|222|12|./pokemon-sprites/758-salazzle.png|2024-08-17 12:03:45.522369
759|918|stufful|68|5|./pokemon-sprites/759-stufful.png|2024-08-17 12:03:45.522369
760|919|bewear|1350|21|./pokemon-sprites/760-bewear.png|2024-08-17 12:03:45.522369
761|920|bounsweet|32|3|./pokemon-sprites/761-bounsweet.png|2024-08-17 12:03:45.522369
762|921|steenee|82|7|./pokemon-sprites/762-steenee.png|2024-08-17 12:03:45.522369
763|922|tsareena|214|12|./pokemon-sprites/763-tsareena.png|2024-08-17 12:03:45.522369
764|923|comfey|3|1|./pokemon-sprites/764-comfey.png|2024-08-17 12:03:45.522369
765|924|oranguru|760|15|./pokemon-sprites/765-oranguru.png|2024-08-17 12:03:45.522369
766|925|passimian|828|20|./pokemon-sprites/766-passimian.png|2024-08-17 12:03:45.522369
767|926|wimpod|120|5|./pokemon-sprites/767-wimpod.png|2024-08-17 12:03:45.522369
768|927|golisopod|1080|20|./pokemon-sprites/768-golisopod.png|2024-08-17 12:03:45.522369
769|928|sandygast|700|5|./pokemon-sprites/769-sandygast.png|2024-08-17 12:03:45.522369
770|929|palossand|2500|13|./pokemon-sprites/770-palossand.png|2024-08-17 12:03:45.522369
771|930|pyukumuku|12|3|./pokemon-sprites/771-pyukumuku.png|2024-08-17 12:03:45.522369
772|931|type-null|1205|19|./pokemon-sprites/772-type-null.png|2024-08-17 12:03:45.522369
773|932|silvally|1005|23|./pokemon-sprites/773-silvally.png|2024-08-17 12:03:45.522369
774|933|minior-red-meteor|400|3|./pokemon-sprites/774-minior-red-meteor.png|2024-08-17 12:03:45.522369
775|947|komala|199|4|./pokemon-sprites/775-komala.png|2024-08-17 12:03:45.522369
776|948|turtonator|2120|20|./pokemon-sprites/776-turtonator.png|2024-08-17 12:03:45.522369
777|949|togedemaru|33|3|./pokemon-sprites/777-togedemaru.png|2024-08-17 12:03:45.522369
778|951|mimikyu-disguised|7|2|./pokemon-sprites/778-mimikyu-disguised.png|2024-08-17 12:03:45.522369
779|955|bruxish|190|9|./pokemon-sprites/779-bruxish.png|2024-08-17 12:03:45.522369
780|956|drampa|1850|30|./pokemon-sprites/780-drampa.png|2024-08-17 12:03:45.522369
781|957|dhelmise|2100|39|./pokemon-sprites/781-dhelmise.png|2024-08-17 12:03:45.522369
782|958|jangmo-o|297|6|./pokemon-sprites/782-jangmo-o.png|2024-08-17 12:03:45.522369
783|959|hakamo-o|470|12|./pokemon-sprites/783-hakamo-o.png|2024-08-17 12:03:45.522369
784|960|kommo-o|782|16|./pokemon-sprites/784-kommo-o.png|2024-08-17 12:03:45.522369
785|962|tapu-koko|205|18|./pokemon-sprites/785-tapu-koko.png|2024-08-17 12:03:45.522369
786|963|tapu-lele|186|12|./pokemon-sprites/786-tapu-lele.png|2024-08-17 12:03:45.522369
787|964|tapu-bulu|455|19|./pokemon-sprites/787-tapu-bulu.png|2024-08-17 12:03:45.522369
788|965|tapu-fini|212|13|./pokemon-sprites/788-tapu-fini.png|2024-08-17 12:03:45.522369
789|966|cosmog|1|2|./pokemon-sprites/789-cosmog.png|2024-08-17 12:03:45.522369
790|967|cosmoem|9999|1|./pokemon-sprites/790-cosmoem.png|2024-08-17 12:03:45.522369
791|968|solgaleo|2300|34|./pokemon-sprites/791-solgaleo.png|2024-08-17 12:03:45.522369
792|969|lunala|1200|40|./pokemon-sprites/792-lunala.png|2024-08-17 12:03:45.522369
793|970|nihilego|555|12|./pokemon-sprites/793-nihilego.png|2024-08-17 12:03:45.522369
794|971|buzzwole|3336|24|./pokemon-sprites/794-buzzwole.png|2024-08-17 12:03:45.522369
795|972|pheromosa|250|18|./pokemon-sprites/795-pheromosa.png|2024-08-17 12:03:45.522369
796|973|xurkitree|1000|38|./pokemon-sprites/796-xurkitree.png|2024-08-17 12:03:45.522369
797|974|celesteela|9999|92|./pokemon-sprites/797-celesteela.png|2024-08-17 12:03:45.522369
798|975|kartana|1|3|./pokemon-sprites/798-kartana.png|2024-08-17 12:03:45.522369
799|976|guzzlord|8880|55|./pokemon-sprites/799-guzzlord.png|2024-08-17 12:03:45.522369
800|977|necrozma|2300|24|./pokemon-sprites/800-necrozma.png|2024-08-17 12:03:45.522369
801|981|magearna|805|10|./pokemon-sprites/801-magearna.png|2024-08-17 12:03:45.522369
802|983|marshadow|222|7|./pokemon-sprites/802-marshadow.png|2024-08-17 12:03:45.522369
803|984|poipole|18|6|./pokemon-sprites/803-poipole.png|2024-08-17 12:03:45.522369
804|985|naganadel|1500|36|./pokemon-sprites/804-naganadel.png|2024-08-17 12:03:45.522369
805|986|stakataka|8200|55|./pokemon-sprites/805-stakataka.png|2024-08-17 12:03:45.522369
806|987|blacephalon|130|18|./pokemon-sprites/806-blacephalon.png|2024-08-17 12:03:45.522369
807|988|zeraora|445|15|./pokemon-sprites/807-zeraora.png|2024-08-17 12:03:45.522369
808|989|meltan|80|2|./pokemon-sprites/808-meltan.png|2024-08-17 12:03:45.522369
809|990|melmetal|8000|25|./pokemon-sprites/809-melmetal.png|2024-08-17 12:03:45.522369
810|991|grookey|50|3|./pokemon-sprites/810-grookey.png|2024-08-17 12:03:45.522369
811|992|thwackey|140|7|./pokemon-sprites/811-thwackey.png|2024-08-17 12:03:45.522369
812|993|rillaboom|900|21|./pokemon-sprites/812-rillaboom.png|2024-08-17 12:03:45.522369
813|994|scorbunny|45|3|./pokemon-sprites/813-scorbunny.png|2024-08-17 12:03:45.522369
814|995|raboot|90|6|./pokemon-sprites/814-raboot.png|2024-08-17 12:03:45.522369
815|996|cinderace|330|14|./pokemon-sprites/815-cinderace.png|2024-08-17 12:03:45.522369
816|997|sobble|40|3|./pokemon-sprites/816-sobble.png|2024-08-17 12:03:45.522369
817|998|drizzile|115|7|./pokemon-sprites/817-drizzile.png|2024-08-17 12:03:45.522369
818|999|inteleon|452|19|./pokemon-sprites/818-inteleon.png|2024-08-17 12:03:45.522369
819|1000|skwovet|25|3|./pokemon-sprites/819-skwovet.png|2024-08-17 12:03:45.522369
820|1001|greedent|60|6|./pokemon-sprites/820-greedent.png|2024-08-17 12:03:45.522369
821|1002|rookidee|18|2|./pokemon-sprites/821-rookidee.png|2024-08-17 12:03:45.522369
822|1003|corvisquire|160|8|./pokemon-sprites/822-corvisquire.png|2024-08-17 12:03:45.522369
823|1004|corviknight|750|22|./pokemon-sprites/823-corviknight.png|2024-08-17 12:03:45.522369
824|1005|blipbug|80|4|./pokemon-sprites/824-blipbug.png|2024-08-17 12:03:45.522369
825|1006|dottler|195|4|./pokemon-sprites/825-dottler.png|2024-08-17 12:03:45.522369
826|1007|orbeetle|408|4|./pokemon-sprites/826-orbeetle.png|2024-08-17 12:03:45.522369
827|1008|nickit|89|6|./pokemon-sprites/827-nickit.png|2024-08-17 12:03:45.522369
828|1009|thievul|199|12|./pokemon-sprites/828-thievul.png|2024-08-17 12:03:45.522369
829|1010|gossifleur|22|4|./pokemon-sprites/829-gossifleur.png|2024-08-17 12:03:45.522369
830|1011|eldegoss|25|5|./pokemon-sprites/830-eldegoss.png|2024-08-17 12:03:45.522369
831|1012|wooloo|60|6|./pokemon-sprites/831-wooloo.png|2024-08-17 12:03:45.522369
832|1013|dubwool|430|13|./pokemon-sprites/832-dubwool.png|2024-08-17 12:03:45.522369
833|1014|chewtle|85|3|./pokemon-sprites/833-chewtle.png|2024-08-17 12:03:45.522369
834|1015|drednaw|1155|10|./pokemon-sprites/834-drednaw.png|2024-08-17 12:03:45.522369
835|1016|yamper|135|3|./pokemon-sprites/835-yamper.png|2024-08-17 12:03:45.522369
836|1017|boltund|340|10|./pokemon-sprites/836-boltund.png|2024-08-17 12:03:45.522369
837|1018|rolycoly|120|3|./pokemon-sprites/837-rolycoly.png|2024-08-17 12:03:45.522369
838|1019|carkol|780|11|./pokemon-sprites/838-carkol.png|2024-08-17 12:03:45.522369
839|1020|coalossal|3105|28|./pokemon-sprites/839-coalossal.png|2024-08-17 12:03:45.522369
840|1021|applin|5|2|./pokemon-sprites/840-applin.png|2024-08-17 12:03:45.522369
841|1022|flapple|10|3|./pokemon-sprites/841-flapple.png|2024-08-17 12:03:45.522369
842|1023|appletun|130|4|./pokemon-sprites/842-appletun.png|2024-08-17 12:03:45.522369
843|1024|silicobra|76|22|./pokemon-sprites/843-silicobra.png|2024-08-17 12:03:45.522369
844|1025|sandaconda|655|38|./pokemon-sprites/844-sandaconda.png|2024-08-17 12:03:45.522369
845|1026|cramorant|180|8|./pokemon-sprites/845-cramorant.png|2024-08-17 12:03:45.522369
846|1029|arrokuda|10|5|./pokemon-sprites/846-arrokuda.png|2024-08-17 12:03:45.522369
847|1030|barraskewda|300|13|./pokemon-sprites/847-barraskewda.png|2024-08-17 12:03:45.522369
848|1031|toxel|110|4|./pokemon-sprites/848-toxel.png|2024-08-17 12:03:45.522369
849|1032|toxtricity-amped|400|16|./pokemon-sprites/849-toxtricity-amped.png|2024-08-17 12:03:45.522369
850|1034|sizzlipede|10|7|./pokemon-sprites/850-sizzlipede.png|2024-08-17 12:03:45.522369
851|1035|centiskorch|1200|30|./pokemon-sprites/851-centiskorch.png|2024-08-17 12:03:45.522369
852|1036|clobbopus|40|6|./pokemon-sprites/852-clobbopus.png|2024-08-17 12:03:45.522369
853|1037|grapploct|390|16|./pokemon-sprites/853-grapploct.png|2024-08-17 12:03:45.522369
854|1038|sinistea|2|1|./pokemon-sprites/854-sinistea.png|2024-08-17 12:03:45.522369
855|1039|polteageist|4|2|./pokemon-sprites/855-polteageist.png|2024-08-17 12:03:45.522369
856|1040|hatenna|34|4|./pokemon-sprites/856-hatenna.png|2024-08-17 12:03:45.522369
857|1041|hattrem|48|6|./pokemon-sprites/857-hattrem.png|2024-08-17 12:03:45.522369
858|1042|hatterene|51|21|./pokemon-sprites/858-hatterene.png|2024-08-17 12:03:45.522369
859|1043|impidimp|55|4|./pokemon-sprites/859-impidimp.png|2024-08-17 12:03:45.522369
860|1044|morgrem|125|8|./pokemon-sprites/860-morgrem.png|2024-08-17 12:03:45.522369
861|1045|grimmsnarl|610|15|./pokemon-sprites/861-grimmsnarl.png|2024-08-17 12:03:45.522369
862|1046|obstagoon|460|16|./pokemon-sprites/862-obstagoon.png|2024-08-17 12:03:45.522369
863|1047|perrserker|280|8|./pokemon-sprites/863-perrserker.png|2024-08-17 12:03:45.522369
864|1048|cursola|4|10|./pokemon-sprites/864-cursola.png|2024-08-17 12:03:45.522369
865|1049|sirfetchd|1170|8|./pokemon-sprites/865-sirfetchd.png|2024-08-17 12:03:45.522369
866|1050|mr-rime|582|15|./pokemon-sprites/866-mr-rime.png|2024-08-17 12:03:45.522369
867|1051|runerigus|666|16|./pokemon-sprites/867-runerigus.png|2024-08-17 12:03:45.522369
868|1052|milcery|3|2|./pokemon-sprites/868-milcery.png|2024-08-17 12:03:45.522369
869|1053|alcremie|5|3|./pokemon-sprites/869-alcremie.png|2024-08-17 12:03:45.522369
870|1054|falinks|620|30|./pokemon-sprites/870-falinks.png|2024-08-17 12:03:45.522369
871|1055|pincurchin|10|3|./pokemon-sprites/871-pincurchin.png|2024-08-17 12:03:45.522369
